comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
හඥේ හඥේ මෝඩ #සෙලිබෙටිකමල් වැක්සින් කරහම් ඔකොම් හරිද ගැම්මක් තමා .එත් හැදිල මැරෙන්ව නෙහ් .හයියෙ එක් දන්නෙ නැද්ද චොවිධෙල්ප්,හඥේ හඥේ මෝඩ #සෙලිබෙටිකමල් වැක්සින් කරහම් ඔකොම් හරිද ගැම්මක් තමා .එත් හැදිල මැරෙන්ව නෙහ් .හයියෙ එක් දන්නෙ නැද්ද චොවිධෙල්ප්,Harassment,0.6021,Harassment,0.9717
මොන පිස්සුද මොකෝ වෛරස් කියල පුක හෝදන් නැතුව ඉන්නවෑ.. කාටත් හිමි රෙන පුක නම් ඇගේ ඒක ලස්සන නම් ගලුත් සෙස්සි වටකුරු නම් දෑම තමයි සුරු විරුකම්,මොන පිස්සුද මොකෝ වෛරස් කියල පුක හෝදන් නැතුව ඉන්නවෑ.. කාටත් හිමි රෙන පුක නම් ඇගේ ඒක ලස්සන නම් ගලුත් සෙස්සි වටකුරු නම් දෑම තමයි සුරු විරුකම්,Harassment,0.6191,Harassment,0.9585
තාමත් ඔයා රෙනවද කියා මං බලනවා නැවතිලා තට්ටම ඉරා පඩයක් ගියා බොකට පුක අමතක වෙලා බෙට්ට තව තියෙනවා නම් පුකෙමයි කියා.... #සාජ්ජේ,තාමත් ඔයා රෙනවද කියා මං බලනවා නැවතිලා තට්ටම ඉරා පඩයක් ගියා බොකට පුක අමතක වෙලා බෙට්ට තව තියෙනවා නම් පුකෙමයි කියා.... #සාජ්ජේ,Harassment,0.7036,Harassment,0.9185
කක්කි දාලා පුක හෝදාගෙන වරෙන්,කක්කි දාලා පුක හෝදාගෙන වරෙන්,Harassment,0.5435,Harassment,0.9702
රෙන්නදීපු පුක විකුනන් කනව ⁣කියන්නේ මේකට,රෙන්නදීපු පුක විකුනන් කනව ⁣කියන්නේ මේකට,Harassment,0.7246,Harassment,0.9839
මුගේ පුක වලලන්න ලිඳක් හාරනවට වඩා හොඳයි දැන් තියන බූට් සින්දු අහන එක тнαяιηυ ツ · 23 May 2019 දැන් තියෙන බූට් සිංදුවක් අහනවට වඩා හොඳයි පුක වලදාගෙන මැරෙනවා,මුගේ පුක වලලන්න ලිඳක් හාරනවට වඩා හොඳයි දැන් තියන බූට් සින්දු අහන එක тнαяιηυ ツ · 23 May 2019 දැන් තියෙන බූට් සිංදුවක් අහනවට වඩා හොඳයි පුක වලදාගෙන මැරෙනවා,Harassment,0.7227,Harassment,0.7046
මට පුකේ අමාරැව කියලා උබ දන්නේ කොහොමද දැනුනද උබට මට කෙසේ වෙතත් වැල්ලෙ රෙන උබටනම් එසෙ මෙසේ පුක් ගායක් නෙමේ තියෙන්නේ උබට,මට පුකේ අමාරැව කියලා උබ දන්නේ කොහොමද දැනුනද උබට මට කෙසේ වෙතත් වැල්ලෙ රෙන උබටනම් එසෙ මෙසේ පුක් ගායක් නෙමේ තියෙන්නේ උබට,Harassment,0.7881,Harassment,0.9722
එන්න ෆ්‍රෙන් පුක හෝදගන්න,එන්න ෆ්‍රෙන් පුක හෝදගන්න,Harassment,0.6226,Harassment,0.9512
පුක ලෙලි යවන් වරෙන් අරකේ ලිස්සලා,පුක ලෙලි යවන් වරෙන් අරකේ ලිස්සලා,Harassment,0.7842,Harassment,0.9829
පොන්න වේසොයියෝ මටනම් පේන්න බෑ පාහර හැතිකරේ ඕකුන් මැරෙන්නේ පණුවො ගහලා son ඔෆ් බිත්චෙස්,පොන්න වේසොයියෝ මටනම් පේන්න බෑ පාහර හැතිකරේ ඕකුන් මැරෙන්නේ පණුවො ගහලා son ඔෆ් බිත්චෙස්,Harassment,0.7427,Harassment,0.9844
මඤ්ඤොක්කා හොන්ඩරයක් විතර කාල උබේ කටට රෙන්න ඕන උදේ පාන්දර 5ට විතර. ගෙරි රස්තියාදුවා,මඤ්ඤොක්කා හොන්ඩරයක් විතර කාල උබේ කටට රෙන්න ඕන උදේ පාන්දර 5ට විතර. ගෙරි රස්තියාදුවා,Harassment,0.5205,Harassment,0.7388
රෙන්න තියෙන පුක දෙන්න එපා යේ..රෙන්න තියෙන පුක දෙන්න එපා..ඔයෙ.. පුක් song,රෙන්න තියෙන පුක දෙන්න එපා යේ..රෙන්න තියෙන පුක දෙන්න එපා..ඔයෙ.. පුක් song,Harassment,0.543,Harassment,0.9805
Dimi3 - පුක ල්ය්රිච්ස් රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක... උර්ල්,Dimi3 - පුක ල්ය්රිච්ස් රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක දෙන්න එපා රෙන්න තියන පුක... උර්ල්,Harassment,0.5205,Harassment,0.9761
ඒ උගෙ පුක තියෙන්නේ ඔලුවෙ නිසා රත්තා · 12 අප‍ 2017 කිඩ්ස් රෙන්නෙත් පුකෙන් මෙන්ස් රෙන්නෙත් පුකෙන් ලෙජන්ඩ්ස් රෙන්නෙත් පුකෙන් හැබැයි ඉස්සා රෙන්නේ ඔලුවෙන්!!!,ඒ උගෙ පුක තියෙන්නේ ඔලුවෙ නිසා රත්තා · 12 අප‍ 2017 කිඩ්ස් රෙන්නෙත් පුකෙන් මෙන්ස් රෙන්නෙත් පුකෙන් ලෙජන්ඩ්ස් රෙන්නෙත් පුකෙන් හැබැයි ඉස්සා රෙන්නේ ඔලුවෙන්!!!,Harassment,0.7915,Harassment,0.9771
වරෙන් බං උබේ කටට මසුරං දාන්න,වරෙන් බං උබේ කටට මසුරං දාන්න,Harassment,0.6504,Harassment,0.8237
දවසකට දාහ ගානේ තුන්දෙනෙක්ට පුක දෙන්න ගත්තනම් මාස තුනෙන් පොන් එක ගන්න තිබ්බා නන්ගි. නිකන් තියෙන පුක ඕක රෙන එකට වඩා වැදගත් දෙයක් කරන්නෙත් නැහැ වකුගඩු දෙන්න එපා ඔයා ෆොන් එක වෙනුවෙන් පුක දෙන්න. නො one · 13 සේප 2018 වකුගඩු දෙකක්ම තියෙන එකේ එකක් දුන්නම මොකෝ.....,දවසකට දාහ ගානේ තුන්දෙනෙක්ට පුක දෙන්න ගත්තනම් මාස තුනෙන් පොන් එක ගන්න තිබ්බා නන්ගි. නිකන් තියෙන පුක ඕක රෙන එකට වඩා වැදගත් දෙයක් කරන්නෙත් නැහැ වකුගඩු දෙන්න එපා ඔයා ෆොන් එක වෙනුවෙන් පුක දෙන්න. නො one · 13 සේප 2018 වකුගඩු දෙකක්ම තියෙන එකේ එකක් දුන්නම මොකෝ.....,Harassment,0.5293,Harassment,0.6763
මට වෙන්නෙ පුක දෙන සින් බං එපා වෙලා ජිවිතේ ලංකාවට අවම මරාගෙන මැරෙනවා එක හුත්තෙක් මගේ ෆොටෝ එකක් ෆෙක්බුක් දාලා... උර්ල්,මට වෙන්නෙ පුක දෙන සින් බං එපා වෙලා ජිවිතේ ලංකාවට අවම මරාගෙන මැරෙනවා එක හුත්තෙක් මගේ ෆොටෝ එකක් ෆෙක්බුක් දාලා... උර්ල්,Harassment,0.6953,Harassment,0.5879
